Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_IA5337AA,DTU2016_772_PRJ1055_Escherichia_coli_903_15120055_1,traces-0CMNkSO;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5337AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_IA5338AA,DTU2016_773_PRJ1055_Escherichia_coli_903_15090344_1,traces-0WspBRf;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5338AA,NA,752,ST10 Cplx,A,NA,10,11,4,8,8,8,49
ESC_IA5339AA,DTU2016_765_PRJ1055_Escherichia_coli_903_15106734_1,traces-0PsPRIh;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5339AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_IA5340AA,DTU2016_763_PRJ1055_Escherichia_coli_903_15101313_1,traces-0GrNCNu;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5340AA,NA,1640,ST350 Cplx,,NA,6,31,4,28,1,1,2
ESC_IA5341AA,DTU2016_769_PRJ1055_Escherichia_coli_903_15115271_1,traces-0fraAjl;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5341AA,NA,602,ST446 Cplx,,NA,6,19,33,26,11,8,6
ESC_IA5342AA,DTU2016_922_PRJ1055_Escherichia_coli_903_15117989,traces-0SivbhT;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5342AA,NA,2040,,AxB1,NA,6,29,22,18,11,8,41
ESC_IA5345AA,DTU2016_945_PRJ1055_Escherichia_coli_903_15098181,traces-0LwxhUs;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5345AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_IA5346AA,DTU2016_948_PRJ1055_Escherichia_coli_903_15081183,traces-0MRvTNO;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5346AA,NA,4980,,A,NA,410,153,188,83,7,8,6
ESC_IA5347AA,DTU2016_270_PRJ1055_Escherichia_coli_903_15087678,traces-0ULCmHe;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5347AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_IA5348AA,DTU2016_285_PRJ1055_Escherichia_coli_903_14048657,traces-0bnyOUc;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5348AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_IA5351AA,DTU2016_947_PRJ1055_Escherichia_coli_903_15103224,traces-0LIRBKt;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5351AA,NA,354,ST354 Cplx,,NA,85,88,78,29,59,58,62
ESC_IA5352AA,DTU2016_949_PRJ1055_Escherichia_coli_903_15076426,traces-0zXzRbh;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5352AA,NA,752,ST10 Cplx,A,NA,10,11,4,8,8,8,49
ESC_IA5353AA,DTU2016_271_PRJ1055_Escherichia_coli_903_15095944,traces-0VNFVXI;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5353AA,NA,355,ST73 Cplx,,NA,36,24,10,13,17,10,25
ESC_IA5354AA,DTU2016_272_PRJ1055_Escherichia_coli_903_15099514,traces-0zpUKTs;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5354AA,NA,5825,,,NA,512,753,136,322,24,1,2
ESC_IA5611AA,E44_test,"traces-0eYdUIN;ILLUMINA;Paired;;NA;Uploaded,traces-0ItelsS;ILLUMINA;Paired;;NA;Uploaded",Poultry,Poultry,,2017,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,cava@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,3/19/2018,9/21/2018,ESC_IA5611AA,NA,140,ST95 Cplx,B2,NA,55,38,19,37,17,11,26
ESC_IA5613AA,E44_1,traces-0ltJniZ;ILLUMINA;Paired;;NA;Uploaded,Poultry,Avian,Breeder,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,cava@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,3/22/2018,9/24/2018,ESC_IA5613AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_IA5614AA,E51_1,traces-0djGlyZ;ILLUMINA;Paired;;NA;Uploaded,Poultry,Avian,,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,cava@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,3/22/2018,9/24/2018,ESC_IA5614AA,NA,140,ST95 Cplx,B2,NA,55,38,19,37,17,11,26
ESC_IA8361AA,16-16-6,traces-0Vcxtbp;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,europa,Denmark,,,,NA,NA,NA,cava@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/14/2018,11/16/2018,ESC_IA8361AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA0609AA,DH104,traces-0yiWJeF;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0609AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_JA0611AA,DH101,traces-0jVAtnx;ILLUMINA;Paired;;NA;Uploaded,Poultry,Avian,Breeder,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0611AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA0612AA,DH105,traces-0gbODZc;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0612AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_JA0613AA,DH102,traces-0SXWhxB;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0613AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA0614AA,DH107,traces-0jxNGOC;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0614AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_JA0616AA,DH109,traces-0cjQVaM;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0616AA,NA,1163,,ABD,NA,20,45,56,106,7,50,46
ESC_JA0617AA,DH111,traces-0HnZGJY;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0617AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_JA0618AA,DH108,traces-0qEAVeF;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0618AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_JA0619AA,DH113,traces-0BDzbgU;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0619AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA0620AA,DH110,traces-0IBpMre;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0620AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_JA0627AA,DH100,traces-0Xgcqyg;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0627AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_JA0628AA,DH119,traces-0WKUxpC;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,5/31/2018,12/3/2018,ESC_JA0628AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_JA4328AA,st117,traces-0FSgVMY;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,,2016,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,Dep. Veterinary Disease Biology,Escherichia coli,On.t.,,,,ExPEC,,,Colibacillosis,,,,,6/27/2018,7/4/2019,ESC_JA4328AA,NA,7635,,,NA,20,45,41,43,661,32,2
ESC_JA4335AA,DH120,traces-0ouTjnj;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4335AA,NA,135,,B2,NA,13,39,50,13,16,37,25
ESC_JA4337AA,DH124,traces-0bcyHYg;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4337AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA4338AA,DH121,traces-0hOXOPm;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4338AA,NA,135,,B2,NA,13,39,50,13,16,37,25
ESC_JA4339AA,DH125,traces-0CcLMDj;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4339AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_JA4341AA,DH126,traces-0dOyMhA;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4341AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_JA4345AA,DH128,traces-0RaeBsa;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4345AA,NA,648,ST648 Cplx,,NA,92,4,87,96,70,58,2
ESC_JA4346AA,DH133,traces-0ojhtCt;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4346AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA4348AA,DH130,traces-0Gicixq;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4348AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA4349AA,DH135,traces-0tkQvnN;ILLUMINA;Paired;;NA;Uploaded,,,,2018,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,miki@sund.ku.dk,Escherichia coli,,O1:K1:H1,,,,,,,,,,,6/28/2018,12/31/2018,ESC_JA4349AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_JA6625AA,E. coli,ERR2703302;ILLUMINA;Paired;700;ERX2717689;SRA,Laboratory,Laboratory,Gallus gallus; laboratory,2016,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,PRJEB18262,ERP020188,SAMEA4794742,ERS2614667,7/18/2018,7/18/2018,ESC_JA6625AA,NA,7635,,,NA,20,45,41,43,661,32,2
ESC_JA6626AA,E. coli,ERR2703301;ILLUMINA;Paired;700;ERX2717688;SRA,Laboratory,Laboratory,Gallus gallus; laboratory,2016,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,PRJEB18262,ERP020188,SAMEA4794741,ERS2614666,7/18/2018,7/18/2018,ESC_JA6626AA,NA,7635,,,NA,20,45,41,43,661,32,2
ESC_JA6627AA,E. coli,ERR2703300;ILLUMINA;Paired;700;ERX2717687;SRA,Laboratory,Laboratory,Gallus gallus; laboratory,2016,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,UNIVERSITY OF COPENHAGEN,Escherichia coli,,,,,,,,,PRJEB18262,ERP020188,SAMEA4794740,ERS2614665,7/18/2018,7/18/2018,ESC_JA6627AA,NA,7635,,,NA,20,45,41,43,661,32,2
ESC_JA6970AA,1807W26713,traces-0OJHWJR;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"SSI, Microbiol & Inf Control, Antimicrobial Reference Laboratory",,,,,,,,,,,,,,7/31/2018,2/2/2019,ESC_JA6970AA,NA,8381,,B1,NA,6,1073,14,21,9,7,7
ESC_JA7965AA,2,traces-0jpDjFM;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7965AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7966AA,3,traces-0fbLDhb;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7966AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7967AA,4,traces-0MbaFdw;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7967AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7968AA,6,traces-0OlQvvQ;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7968AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7969AA,7,traces-0DtiuSI;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7969AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7970AA,5,traces-0TlkANE;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7970AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7971AA,10,traces-0ppgnoL;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7971AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7972AA,9,traces-0yrqLCE;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7972AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7973AA,11,traces-0Mggaqx;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7973AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7974AA,12,traces-0NKYIsN;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7974AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7975AA,16,traces-0BEGpIg;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7975AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7976AA,14,traces-0AyotCY;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7976AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7977AA,17,traces-0YSqHaK;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7977AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7978AA,18,traces-0ljJnEW;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7978AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7979AA,19,traces-0BYgngC;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7979AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7980AA,13,traces-0FBZzQy;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7980AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7981AA,20,traces-0KQdNwV;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7981AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7982AA,21,traces-0xyvNwn;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7982AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7983AA,22,traces-0ATddyo;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7983AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA7984AA,23,traces-0rTrjDI;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7984AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7985AA,24,traces-0afpWPW;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7985AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_JA7986AA,25,traces-0okriPv;ILLUMINA;Paired;;NA;Uploaded,,,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,heidi.gumpert.brodersen@regionh.dk,Escherichia coli,,,,,,,,,,,,,8/8/2018,2/10/2019,ESC_JA7986AA,NA,998,,B2,NA,13,52,156,14,17,25,17
ESC_JA8469AA,14017413,ERR2694589;ILLUMINA;Paired;300;ERX2709032;SRA,Poultry,Poultry,Gallus gallus domesticus; broiler,2014,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB27688,ERP109804,SAMEA4783106,ERS2603047,8/15/2018,8/15/2018,ESC_JA8469AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_JA8470AA,DTU2016_765_PRJ1055_Escherichia_coli_903_15106734,ERR2694588;ILLUMINA;Paired;300;ERX2709031;SRA,Poultry,Poultry,Gallus gallus domesticus; broiler,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB27688,ERP109804,SAMEA4783105,ERS2603046,8/15/2018,8/15/2018,ESC_JA8470AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_JA8471AA,DTU2016_732_PRJ1055_Escherichia_coli_903_15070497,ERR2694587;ILLUMINA;Paired;300;ERX2709030;SRA,Poultry,Poultry,Gallus gallus domesticus; broiler,2015,NA,NA,NA,Europe,Denmark,,,,NA,56.2639,9.5018,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB27688,ERP109804,SAMEA4783104,ERS2603045,8/15/2018,8/15/2018,ESC_JA8471AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
